Customer_ID,Counter_ID,Start_Time,End_Time
421,medium,2018-09-06T13:44:13,2018-09-06T15:05:13
957,low,2018-09-04T01:52:21,2018-09-04T01:53:21
1845,low,2018-09-04T01:53:21,2018-09-04T02:33:21
337,medium,2018-09-06T15:05:13,2018-09-06T16:47:13
1133,low,2018-09-04T02:33:21,2018-09-04T03:36:21
74,high,2018-09-07T00:56:19,2018-09-07T01:00:19
1199,low,2018-09-04T03:36:21,2018-09-04T03:58:21
401,medium,2018-09-06T16:47:13,2018-09-06T18:16:13
124,high,2018-09-07T01:00:19,2018-09-07T02:37:19
1656,low,2018-09-04T03:58:21,2018-09-04T05:00:21
590,medium,2018-09-06T18:16:13,2018-09-06T19:33:13
1261,low,2018-09-04T05:00:21,2018-09-04T06:13:21
635,medium,2018-09-06T19:33:13,2018-09-06T20:19:13
710,low,2018-09-04T06:13:21,2018-09-04T06:42:21
1887,low,2018-09-04T06:42:21,2018-09-04T08:11:21
1224,low,2018-09-04T08:11:21,2018-09-04T08:38:21
730,low,2018-09-04T08:38:21,2018-09-04T09:13:21
1149,low,2018-09-04T09:13:21,2018-09-04T11:02:21
1706,low,2018-09-04T11:02:21,2018-09-04T11:39:21
1633,low,2018-09-04T11:39:21,2018-09-04T12:53:21
752,low,2018-09-04T12:53:21,2018-09-04T14:31:21
1542,low,2018-09-04T14:31:21,2018-09-04T15:05:21
1640,low,2018-09-04T15:05:21,2018-09-04T16:44:21
111,high,2018-09-07T02:37:19,2018-09-07T02:54:19
470,medium,2018-09-06T20:19:13,2018-09-06T20:40:13
136,high,2018-09-07T02:54:19,2018-09-07T03:24:19
1559,low,2018-09-04T16:44:21,2018-09-04T16:46:21
334,medium,2018-09-06T20:40:13,2018-09-06T21:50:13
669,medium,2018-09-06T21:50:13,2018-09-06T23:46:13
239,medium,2018-09-06T23:46:13,2018-09-07T01:02:13
281,medium,2018-09-07T01:02:13,2018-09-07T01:52:13
1433,low,2018-09-04T16:46:21,2018-09-04T17:16:21
998,low,2018-09-04T17:16:21,2018-09-04T18:45:21
243,medium,2018-09-07T01:52:13,2018-09-07T02:01:13
1110,low,2018-09-04T18:45:21,2018-09-04T19:06:21
1822,low,2018-09-04T19:06:21,2018-09-04T20:38:21
1886,low,2018-09-04T20:38:21,2018-09-04T21:44:21
1736,low,2018-09-04T21:44:21,2018-09-04T21:48:21
1147,low,2018-09-04T21:48:21,2018-09-04T23:25:21
1245,low,2018-09-04T23:25:21,2018-09-04T23:41:21
1917,low,2018-09-04T23:41:21,2018-09-04T23:44:21
756,low,2018-09-04T23:44:21,2018-09-05T00:20:21
1068,low,2018-09-05T00:20:21,2018-09-05T00:46:21
888,low,2018-09-05T00:46:21,2018-09-05T02:35:21
1737,low,2018-09-05T02:35:21,2018-09-05T03:01:21
1459,low,2018-09-05T03:01:21,2018-09-05T04:21:21
1733,low,2018-09-05T04:21:21,2018-09-05T05:24:21
130,high,2018-09-07T03:24:19,2018-09-07T03:51:19
264,medium,2018-09-07T02:01:13,2018-09-07T03:09:13
835,low,2018-09-05T05:24:21,2018-09-05T06:01:21
1772,low,2018-09-05T06:01:21,2018-09-05T07:17:21
473,medium,2018-09-07T03:09:13,2018-09-07T03:56:13
1274,low,2018-09-05T07:17:21,2018-09-05T09:00:21
1141,low,2018-09-05T09:00:21,2018-09-05T09:55:21
1069,low,2018-09-05T09:55:21,2018-09-05T11:38:21
813,low,2018-09-05T11:38:21,2018-09-05T11:46:21
1414,low,2018-09-05T11:46:21,2018-09-05T13:02:21
980,low,2018-09-05T13:02:21,2018-09-05T14:19:21
1481,high,2018-09-07T03:51:19,2018-09-07T03:56:19
1761,medium,2018-09-07T03:56:13,2018-09-07T05:49:13
358,high,2018-09-07T03:56:19,2018-09-07T05:53:19
782,medium,2018-09-07T05:49:13,2018-09-07T07:45:13
1458,low,2018-09-05T14:19:21,2018-09-05T15:57:21
257,high,2018-09-07T05:53:19,2018-09-07T07:46:19
990,low,2018-09-05T15:57:21,2018-09-05T16:53:21
1172,low,2018-09-05T16:53:21,2018-09-05T18:12:21
908,low,2018-09-05T18:12:21,2018-09-05T18:49:21
314,medium,2018-09-07T07:45:13,2018-09-07T08:15:13
816,low,2018-09-05T18:49:21,2018-09-05T20:22:21
362,high,2018-09-07T07:46:19,2018-09-07T08:35:19
1915,low,2018-09-05T20:22:21,2018-09-05T21:16:21
1109,low,2018-09-05T21:16:21,2018-09-05T22:26:21
474,high,2018-09-07T08:35:19,2018-09-07T08:45:19
1749,low,2018-09-05T22:26:21,2018-09-06T00:19:21
1186,medium,2018-09-07T08:15:13,2018-09-07T09:17:13
53,high,2018-09-07T08:45:19,2018-09-07T10:06:19
623,medium,2018-09-07T09:17:13,2018-09-07T10:41:13
490,high,2018-09-07T10:06:19,2018-09-07T11:06:19
1344,low,2018-09-06T00:19:21,2018-09-06T01:06:21
684,medium,2018-09-07T10:41:13,2018-09-07T12:23:13
190,high,2018-09-07T11:06:19,2018-09-07T12:45:19
1400,low,2018-09-06T01:06:21,2018-09-06T02:10:21
1281,low,2018-09-06T02:10:21,2018-09-06T03:27:21
1604,medium,2018-09-07T12:23:13,2018-09-07T13:23:13
193,high,2018-09-07T12:45:19,2018-09-07T14:16:19
1094,low,2018-09-06T03:27:21,2018-09-06T05:13:21
959,medium,2018-09-07T13:23:13,2018-09-07T14:06:13
800,medium,2018-09-07T14:06:13,2018-09-07T14:41:13
426,high,2018-09-07T14:16:19,2018-09-07T15:54:19
513,medium,2018-09-07T14:41:13,2018-09-07T16:37:13
1139,low,2018-09-06T05:13:21,2018-09-06T06:50:21
1220,low,2018-09-06T06:50:21,2018-09-06T08:06:21
272,high,2018-09-07T15:54:19,2018-09-07T17:49:19
114,high,2018-09-07T17:49:19,2018-09-07T18:30:19
1748,medium,2018-09-07T16:37:13,2018-09-07T16:48:13
1406,medium,2018-09-07T16:48:13,2018-09-07T17:40:13
1312,medium,2018-09-07T17:40:13,2018-09-07T19:03:13
112,high,2018-09-07T18:30:19,2018-09-07T19:57:19
975,low,2018-09-06T08:06:21,2018-09-06T09:48:21
330,medium,2018-09-07T19:03:13,2018-09-07T20:58:13
947,low,2018-09-06T09:48:21,2018-09-06T10:56:21
310,high,2018-09-07T19:57:19,2018-09-07T20:28:19
1132,low,2018-09-06T10:56:21,2018-09-06T12:00:21
725,low,2018-09-06T12:00:21,2018-09-06T12:19:21
682,high,2018-09-07T20:28:19,2018-09-07T21:15:19
1617,low,2018-09-06T12:19:21,2018-09-06T13:06:21
1179,high,2018-09-07T21:15:19,2018-09-07T22:08:19
619,medium,2018-09-07T20:58:13,2018-09-07T22:55:13
107,high,2018-09-07T22:08:19,2018-09-07T22:24:19
1932,low,2018-09-06T13:06:21,2018-09-06T14:45:21
988,low,2018-09-06T14:45:21,2018-09-06T16:28:21
1682,low,2018-09-06T16:28:21,2018-09-06T18:18:21
150,high,2018-09-07T22:24:19,2018-09-07T23:58:19
144,high,2018-09-07T23:58:19,2018-09-08T01:05:19
1762,low,2018-09-06T18:18:21,2018-09-06T19:39:21
1615,low,2018-09-06T19:39:21,2018-09-06T21:09:21
1375,low,2018-09-06T21:09:21,2018-09-06T21:26:21
123,high,2018-09-08T01:05:19,2018-09-08T01:15:19
1720,low,2018-09-06T21:26:21,2018-09-06T22:02:21
1627,low,2018-09-06T22:02:21,2018-09-06T23:43:21
1061,low,2018-09-06T23:43:21,2018-09-07T00:03:21
901,low,2018-09-07T00:03:21,2018-09-07T01:22:21
695,medium,2018-09-07T22:55:13,2018-09-07T22:58:13
1106,low,2018-09-07T01:22:21,2018-09-07T02:44:21
1474,low,2018-09-07T02:44:21,2018-09-07T03:00:21
1289,low,2018-09-07T03:00:21,2018-09-07T03:33:21
1802,low,2018-09-07T03:33:21,2018-09-07T05:30:21
1858,low,2018-09-07T05:30:21,2018-09-07T07:00:21
845,low,2018-09-07T07:00:21,2018-09-07T07:07:21
751,high,2018-09-08T01:15:19,2018-09-08T01:38:19
518,medium,2018-09-07T22:58:13,2018-09-08T00:51:13
681,medium,2018-09-08T00:51:13,2018-09-08T02:18:13
1573,low,2018-09-07T07:07:21,2018-09-07T09:05:21
1767,low,2018-09-07T09:05:21,2018-09-07T11:05:21
1173,low,2018-09-07T11:05:21,2018-09-07T12:02:21
1009,low,2018-09-07T12:02:21,2018-09-07T13:46:21
742,low,2018-09-07T13:46:21,2018-09-07T15:44:21
691,high,2018-09-08T01:38:19,2018-09-08T01:57:19
1127,low,2018-09-07T15:44:21,2018-09-07T16:15:21
1536,low,2018-09-07T16:15:21,2018-09-07T17:42:21
875,low,2018-09-07T17:42:21,2018-09-07T18:43:21
1441,low,2018-09-07T18:43:21,2018-09-07T20:10:21
1689,low,2018-09-07T20:10:21,2018-09-07T21:56:21
922,low,2018-09-07T21:56:21,2018-09-07T22:15:21
1828,low,2018-09-07T22:15:21,2018-09-07T23:44:21
165,high,2018-09-08T01:57:19,2018-09-08T02:41:19
1039,low,2018-09-07T23:44:21,2018-09-08T01:08:21
1812,low,2018-09-08T01:08:21,2018-09-08T01:38:21
360,medium,2018-09-08T02:18:13,2018-09-08T03:07:13
1502,low,2018-09-08T01:38:21,2018-09-08T02:26:21
999,low,2018-09-08T02:26:21,2018-09-08T02:51:21
587,high,2018-09-08T02:41:19,2018-09-08T04:31:19
1027,low,2018-09-08T02:51:21,2018-09-08T03:38:21
1934,medium,2018-09-08T03:07:13,2018-09-08T03:43:13
1726,low,2018-09-08T03:38:21,2018-09-08T05:01:21
133,high,2018-09-08T04:31:19,2018-09-08T04:58:19
420,medium,2018-09-08T03:43:13,2018-09-08T05:39:13
588,high,2018-09-08T04:58:19,2018-09-08T05:51:19
1711,low,2018-09-08T05:01:21,2018-09-08T06:04:21
1864,medium,2018-09-08T05:39:13,2018-09-08T06:56:13
121,high,2018-09-08T05:51:19,2018-09-08T06:22:19
1778,low,2018-09-08T06:04:21,2018-09-08T06:39:21
422,high,2018-09-08T06:22:19,2018-09-08T07:20:19
1299,low,2018-09-08T06:39:21,2018-09-08T06:43:21
1888,high,2018-09-08T07:20:19,2018-09-08T08:01:19
487,medium,2018-09-08T06:56:13,2018-09-08T08:53:13
1264,low,2018-09-08T06:43:21,2018-09-08T08:08:21
484,high,2018-09-08T08:01:19,2018-09-08T08:31:19
886,low,2018-09-08T08:08:21,2018-09-08T09:38:21
1729,high,2018-09-08T08:31:19,2018-09-08T09:43:19
804,medium,2018-09-08T08:53:13,2018-09-08T09:26:13
802,medium,2018-09-08T09:26:13,2018-09-08T10:33:13
1800,low,2018-09-08T09:38:21,2018-09-08T11:20:21
683,high,2018-09-08T09:43:19,2018-09-08T11:17:19
820,medium,2018-09-08T10:33:13,2018-09-08T11:38:13
1157,medium,2018-09-08T11:38:13,2018-09-08T11:44:13
132,high,2018-09-08T11:17:19,2018-09-08T13:03:19
976,low,2018-09-08T11:20:21,2018-09-08T13:01:21
574,medium,2018-09-08T11:44:13,2018-09-08T12:02:13
936,medium,2018-09-08T12:02:13,2018-09-08T13:58:13
1697,low,2018-09-08T13:01:21,2018-09-08T14:10:21
1237,high,2018-09-08T13:03:19,2018-09-08T14:54:19
1244,low,2018-09-08T14:10:21,2018-09-08T14:12:21
1221,medium,2018-09-08T13:58:13,2018-09-08T15:40:13
1543,low,2018-09-08T14:12:21,2018-09-08T15:30:21
1821,high,2018-09-08T14:54:19,2018-09-08T15:32:19
521,high,2018-09-08T15:32:19,2018-09-08T16:22:19
1639,low,2018-09-08T15:30:21,2018-09-08T15:44:21
1277,low,2018-09-08T15:44:21,2018-09-08T16:55:21
943,medium,2018-09-08T15:40:13,2018-09-08T17:34:13
1892,high,2018-09-08T16:22:19,2018-09-08T17:50:19
586,medium,2018-09-08T17:34:13,2018-09-08T18:56:13
833,low,2018-09-08T16:55:21,2018-09-08T18:37:21
1610,high,2018-09-08T17:50:19,2018-09-08T19:12:19
1973,low,2018-09-08T18:37:21,2018-09-08T19:55:21
110,high,2018-09-08T19:12:19,2018-09-08T20:24:19
66,high,2018-09-08T20:24:19,2018-09-08T20:28:19
1524,medium,2018-09-08T18:56:13,2018-09-08T19:44:13
1032,medium,2018-09-08T19:44:13,2018-09-08T20:36:13
1330,low,2018-09-08T19:55:21,2018-09-08T20:24:21
987,low,2018-09-08T20:24:21,2018-09-08T21:25:21
958,high,2018-09-08T20:28:19,2018-09-08T22:25:19
49,high,2018-09-08T22:25:19,2018-09-08T22:26:19
1418,low,2018-09-08T21:25:21,2018-09-08T22:41:21
913,medium,2018-09-08T20:36:13,2018-09-08T22:33:13
185,high,2018-09-08T22:26:19,2018-09-08T22:45:19
443,medium,2018-09-08T22:33:13,2018-09-08T23:35:13
408,high,2018-09-08T22:45:19,2018-09-09T00:22:19
1666,medium,2018-09-08T23:35:13,2018-09-09T01:28:13
1208,low,2018-09-08T22:41:21,2018-09-08T23:25:21
11,high,2018-09-09T00:22:19,2018-09-09T01:20:19
1290,low,2018-09-08T23:25:21,2018-09-09T00:00:21
769,low,2018-09-09T00:00:21,2018-09-09T00:06:21
1339,low,2018-09-09T00:06:21,2018-09-09T01:55:21
1923,high,2018-09-09T01:20:19,2018-09-09T02:24:19
32,high,2018-09-09T02:24:19,2018-09-09T02:34:19
1525,low,2018-09-09T01:55:21,2018-09-09T02:01:21
885,low,2018-09-09T02:01:21,2018-09-09T02:05:21
1827,medium,2018-09-09T01:28:13,2018-09-09T03:12:13
1480,low,2018-09-09T02:05:21,2018-09-09T03:32:21
1042,high,2018-09-09T02:34:19,2018-09-09T03:30:19
364,medium,2018-09-09T03:12:13,2018-09-09T04:23:13
92,high,2018-09-09T03:30:19,2018-09-09T03:47:19
1063,low,2018-09-09T03:32:21,2018-09-09T04:36:21
743,high,2018-09-09T03:47:19,2018-09-09T04:18:19
498,high,2018-09-09T04:18:19,2018-09-09T04:46:19
536,medium,2018-09-09T04:23:13,2018-09-09T05:10:13
1906,low,2018-09-09T04:36:21,2018-09-09T05:51:21
785,high,2018-09-09T04:46:19,2018-09-09T06:46:19
237,medium,2018-09-09T05:10:13,2018-09-09T05:31:13
1469,low,2018-09-09T05:51:21,2018-09-09T06:02:21
372,medium,2018-09-09T05:31:13,2018-09-09T06:11:13
740,medium,2018-09-09T06:11:13,2018-09-09T06:51:13
1052,high,2018-09-09T06:46:19,2018-09-09T07:48:19
1951,medium,2018-09-09T06:51:13,2018-09-09T08:44:13
1482,low,2018-09-09T06:02:21,2018-09-09T07:30:21
1231,low,2018-09-09T07:30:21,2018-09-09T07:44:21
781,low,2018-09-09T07:44:21,2018-09-09T08:22:21
1856,low,2018-09-09T08:22:21,2018-09-09T08:53:21
519,high,2018-09-09T07:48:19,2018-09-09T09:44:19
724,medium,2018-09-09T08:44:13,2018-09-09T10:12:13
628,medium,2018-09-09T10:12:13,2018-09-09T10:30:13
108,high,2018-09-09T09:44:19,2018-09-09T09:54:19
1908,high,2018-09-09T09:54:19,2018-09-09T11:19:19
1404,low,2018-09-09T08:53:21,2018-09-09T10:14:21
1586,low,2018-09-09T10:14:21,2018-09-09T11:01:21
1033,medium,2018-09-09T10:30:13,2018-09-09T10:58:13
617,medium,2018-09-09T10:58:13,2018-09-09T12:07:13
940,low,2018-09-09T11:01:21,2018-09-09T12:02:21
594,high,2018-09-09T11:19:19,2018-09-09T12:40:19
1303,low,2018-09-09T12:02:21,2018-09-09T12:54:21
1693,medium,2018-09-09T12:07:13,2018-09-09T13:25:13
178,high,2018-09-09T12:40:19,2018-09-09T14:06:19
535,high,2018-09-09T14:06:19,2018-09-09T14:48:19
1230,low,2018-09-09T12:54:21,2018-09-09T14:47:21
696,medium,2018-09-09T13:25:13,2018-09-09T15:20:13
720,low,2018-09-09T14:47:21,2018-09-09T14:49:21
884,medium,2018-09-09T15:20:13,2018-09-09T16:18:13
302,high,2018-09-09T14:48:19,2018-09-09T16:40:19
18,high,2018-09-09T16:40:19,2018-09-09T17:47:19
863,low,2018-09-09T14:49:21,2018-09-09T16:15:21
400,medium,2018-09-09T16:18:13,2018-09-09T16:53:13
840,high,2018-09-09T17:47:19,2018-09-09T18:43:19
451,medium,2018-09-09T16:53:13,2018-09-09T18:31:13
1684,low,2018-09-09T16:15:21,2018-09-09T17:22:21
809,low,2018-09-09T17:22:21,2018-09-09T18:01:21
1967,low,2018-09-09T18:01:21,2018-09-09T19:08:21
303,medium,2018-09-09T18:31:13,2018-09-09T19:27:13
787,high,2018-09-09T18:43:19,2018-09-09T20:13:19
1200,high,2018-09-09T20:13:19,2018-09-09T21:26:19
424,medium,2018-09-09T19:27:13,2018-09-09T20:43:13
1861,low,2018-09-09T19:08:21,2018-09-09T19:46:21
436,high,2018-09-09T21:26:19,2018-09-09T22:01:19
1753,high,2018-09-09T22:01:19,2018-09-09T22:17:19
319,medium,2018-09-09T20:43:13,2018-09-09T22:36:13
821,low,2018-09-09T19:46:21,2018-09-09T21:03:21
233,high,2018-09-09T22:17:19,2018-09-09T23:11:19
1782,low,2018-09-09T21:03:21,2018-09-09T22:38:21
327,medium,2018-09-09T22:36:13,2018-09-09T23:10:13
391,medium,2018-09-09T23:10:13,2018-09-10T00:12:13
